platform,title,link,price,location,price_clean
krisha,1-комнатная квартира · 54.62 м²,https://krisha.kz/a/show/1002040611?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=hot_block_filter&srchpos=1,от 17 478 400 〒,"160 квартал, 32-ая улица",17478400
krisha,3-комнатная квартира · 100.77 м²,https://krisha.kz/a/show/697969342?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=hot_block_filter&srchpos=2,от 74 065 950 〒,"Нура р-н, Е-899 33",74065950
krisha,4-комнатная квартира · 80 м² · 5/5 этаж,https://krisha.kz/a/show/1005786291?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=hot_block_filter&srchpos=3,14 300 000 〒,мкр Аса,14300000
krisha,2-комнатная квартира · 65.43 м²,https://krisha.kz/a/show/1003481202?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=1,от 42 856 650 〒,"Сарайшык р-н, Шамши Калдаяков 14",42856650
krisha,2-комнатная квартира · 47.49 м²,https://krisha.kz/a/show/760288056?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=2,от 27 734 160 〒,"Есильский р-н, Турар Рыскулов 18/1",27734160
krisha,3-комнатная квартира · 79.58 м²,https://krisha.kz/a/show/698852251?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=3,от 34 139 820 〒,Шайден Даулетова 2,34139820
krisha,2-комнатная квартира · 122 м²,https://krisha.kz/a/show/699220018?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=4,от 100 040 000 〒,"Наурызбайский р-н, мкр Таусамалы, мкр. Таусамалы 49/1",100040000
krisha,2-комнатная квартира · 62.3 м²,https://krisha.kz/a/show/695736655?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=5,от 28 658 000 〒,"Алматы р-н, Сафуан Шаймерденов 4/1",28658000
krisha,2-комнатная квартира · 66.11 м²,https://krisha.kz/a/show/1003965246?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=6,от 37 021 600 〒,"Нура р-н, Улы Дала 38",37021600
krisha,1-комнатная квартира · 30 м² · 7/18 этаж,https://krisha.kz/a/show/1004472838?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=7,15 199 000 〒,"Сарыарка р-н, Косшыгулулы 10/2 — Тд северный",15199000
krisha,2-комнатная квартира · 46.2 м² · 4/9 этаж,https://krisha.kz/a/show/1004318013?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=8,28 500 000 〒,"Алатауский р-н, мкр Аккент 67 — Пр. Раймбека и Яссауи",28500000
krisha,2-комнатная квартира · 44 м² · 4/5 этаж,https://krisha.kz/a/show/1005596161?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=9,35 700 000 〒,"Бостандыкский р-н, мкр Алмагуль 286 — Угл. Дунаевского",35700000
krisha,3-комнатная квартира · 81.6 м² · 11/12 этаж,https://krisha.kz/a/show/1005172816?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=10,56 000 000 〒,"Нура р-н, E36 4 — Самая лучшая цена",56000000
krisha,2-комнатная квартира · 61.7 м² · 4/9 этаж,https://krisha.kz/a/show/762224899?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=11,37 000 000 〒,"Наурызбайский р-н, мкр Шугыла, Райымбека 590/10 — Жуалы",37000000
krisha,3-комнатная квартира · 85.5 м² · 8/8 этаж,https://krisha.kz/a/show/761211878?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=12,95 000 000 〒,"Алмалинский р-н, Панфилова 80",95000000
krisha,3-комнатная квартира · 74 м² · 9/9 этаж,https://krisha.kz/a/show/760837402?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=13,30 000 000 〒,"Турксибский р-н, мкр Кайрат, Сыбызгы 18",30000000
krisha,3-комнатная квартира · 70.9 м² · 16/16 этаж,https://krisha.kz/a/show/698583419?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=14,65 000 000 〒,"Бостандыкский р-н, Сатпаева 90/58 — ТРЦ АДК",65000000
krisha,2-комнатная квартира · 64 м² · 6/13 этаж,https://krisha.kz/a/show/698227527?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=15,51 000 000 〒,"Ауэзовский р-н, Шаляпина саина 1/18",51000000
krisha,3-комнатная квартира · 65.2 м² · 5/5 этаж,https://krisha.kz/a/show/697957410?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=16,49 000 000 〒,"Ауэзовский р-н, мкр Мамыр, Таугуль 12",49000000
krisha,3-комнатная квартира · 110 м² · 9/12 этаж,https://krisha.kz/a/show/696283372?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=17,42 500 000 〒,"Алматы р-н, Сатпаева 18 — Момышулы",42500000
krisha,1-комнатная квартира · 31 м² · 5/5 этаж,https://krisha.kz/a/show/1005773726?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=18,12 500 000 〒,Павлова 28 — Лермонтова,12500000
krisha,3-комнатная квартира · 84 м² · 4/12 этаж,https://krisha.kz/a/show/1005392301?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=19,54 000 000 〒,"Нура р-н, Санжара Асфендиярова 5 — Сыганак - Асфандьярова",54000000
krisha,3-комнатная квартира · 75 м² · 15/17 этаж,https://krisha.kz/a/show/1005156693?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=20,62 000 000 〒,"Есильский р-н, Туран 50/3, 50/4, 50/5 — Туран-Бухар Жырау",62000000
krisha,1-комнатная квартира · 47.2 м² · 8/10 этаж,https://krisha.kz/a/show/1001415108?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=21,33 000 000 〒,"Наурызбайский р-н, мкр Шугыла, Жунисова 4/2",33000000
krisha,1-комнатная квартира · 47 м² · 7/7 этаж,https://krisha.kz/a/show/1001296415?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=22,24 900 000 〒,"Алатауский р-н, Касыма Шарипова 206/9 — Сайна - Шарипова",24900000
krisha,2-комнатная квартира · 65.43 м²,https://krisha.kz/a/show/1003481202?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=23,от 42 856 650 〒,"Сарайшык р-н, Шамши Калдаяков 14",42856650
krisha,2-комнатная квартира · 47.49 м²,https://krisha.kz/a/show/760288056?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=24,от 27 734 160 〒,"Есильский р-н, Турар Рыскулов 18/1",27734160
krisha,3-комнатная квартира · 79.58 м²,https://krisha.kz/a/show/698852251?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=25,от 34 139 820 〒,Шайден Даулетова 2,34139820
krisha,2-комнатная квартира · 122 м²,https://krisha.kz/a/show/699220018?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=26,от 100 040 000 〒,"Наурызбайский р-н, мкр Таусамалы, мкр. Таусамалы 49/1",100040000
krisha,2-комнатная квартира · 62.3 м²,https://krisha.kz/a/show/695736655?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=27,от 28 658 000 〒,"Алматы р-н, Сафуан Шаймерденов 4/1",28658000
krisha,2-комнатная квартира · 66.11 м²,https://krisha.kz/a/show/1003965246?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=28,от 37 021 600 〒,"Нура р-н, Улы Дала 38",37021600
krisha,1-комнатная квартира · 30 м² · 7/18 этаж,https://krisha.kz/a/show/1004472838?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=29,15 199 000 〒,"Сарыарка р-н, Косшыгулулы 10/2 — Тд северный",15199000
krisha,2-комнатная квартира · 46.2 м² · 4/9 этаж,https://krisha.kz/a/show/1004318013?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=30,28 500 000 〒,"Алатауский р-н, мкр Аккент 67 — Пр. Раймбека и Яссауи",28500000
krisha,2-комнатная квартира · 44 м² · 4/5 этаж,https://krisha.kz/a/show/1005596161?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=31,35 700 000 〒,"Бостандыкский р-н, мкр Алмагуль 286 — Угл. Дунаевского",35700000
krisha,3-комнатная квартира · 81.6 м² · 11/12 этаж,https://krisha.kz/a/show/1005172816?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=32,56 000 000 〒,"Нура р-н, E36 4 — Самая лучшая цена",56000000
krisha,2-комнатная квартира · 61.7 м² · 4/9 этаж,https://krisha.kz/a/show/762224899?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=33,37 000 000 〒,"Наурызбайский р-н, мкр Шугыла, Райымбека 590/10 — Жуалы",37000000
krisha,3-комнатная квартира · 85.5 м² · 8/8 этаж,https://krisha.kz/a/show/761211878?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=34,95 000 000 〒,"Алмалинский р-н, Панфилова 80",95000000
krisha,3-комнатная квартира · 74 м² · 9/9 этаж,https://krisha.kz/a/show/760837402?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=35,30 000 000 〒,"Турксибский р-н, мкр Кайрат, Сыбызгы 18",30000000
krisha,3-комнатная квартира · 70.9 м² · 16/16 этаж,https://krisha.kz/a/show/698583419?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=36,65 000 000 〒,"Бостандыкский р-н, Сатпаева 90/58 — ТРЦ АДК",65000000
krisha,2-комнатная квартира · 64 м² · 6/13 этаж,https://krisha.kz/a/show/698227527?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=37,51 000 000 〒,"Ауэзовский р-н, Шаляпина саина 1/18",51000000
krisha,3-комнатная квартира · 65.2 м² · 5/5 этаж,https://krisha.kz/a/show/697957410?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=38,49 000 000 〒,"Ауэзовский р-н, мкр Мамыр, Таугуль 12",49000000
krisha,3-комнатная квартира · 110 м² · 9/12 этаж,https://krisha.kz/a/show/696283372?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=39,42 500 000 〒,"Алматы р-н, Сатпаева 18 — Момышулы",42500000
krisha,1-комнатная квартира · 31 м² · 5/5 этаж,https://krisha.kz/a/show/1005773726?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=40,12 500 000 〒,Павлова 28 — Лермонтова,12500000
krisha,3-комнатная квартира · 65.2 м² · 5/5 этаж,https://krisha.kz/a/show/697957410?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=41,49 000 000 〒,"Ауэзовский р-н, мкр Мамыр, Таугуль 12",49000000
krisha,3-комнатная квартира · 110 м² · 9/12 этаж,https://krisha.kz/a/show/696283372?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=42,42 500 000 〒,"Алматы р-н, Сатпаева 18 — Момышулы",42500000
krisha,1-комнатная квартира · 31 м² · 5/5 этаж,https://krisha.kz/a/show/1005773726?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=43,12 500 000 〒,Павлова 28 — Лермонтова,12500000
krisha,3-комнатная квартира · 84 м² · 4/12 этаж,https://krisha.kz/a/show/1005392301?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=44,54 000 000 〒,"Нура р-н, Санжара Асфендиярова 5 — Сыганак - Асфандьярова",54000000
krisha,3-комнатная квартира · 75 м² · 15/17 этаж,https://krisha.kz/a/show/1005156693?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=45,62 000 000 〒,"Есильский р-н, Туран 50/3, 50/4, 50/5 — Туран-Бухар Жырау",62000000
krisha,4-комнатная квартира · 93 м² · 7/10 этаж,https://krisha.kz/a/show/1004725443?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=46,62 000 000 〒,"Есильский р-н, Мангилик Ел 40/2",62000000
krisha,2-комнатная квартира · 39.4 м² · 4/6 этаж,https://krisha.kz/a/show/1003780557?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=47,21 500 000 〒,"Сарыарка р-н, Косшыгулулы",21500000
krisha,3-комнатная квартира · 74 м² · 1/10 этаж,https://krisha.kz/a/show/1003622166?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=48,62 000 000 〒,"Алмалинский р-н, Варламова 1/3",62000000
krisha,3-комнатная квартира · 87.4 м² · 15/16 этаж,https://krisha.kz/a/show/1003475359?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=49,75 000 000 〒,"Алмалинский р-н, Масанчи — Гоголя-Масанчи",75000000
krisha,2-комнатная квартира · 44 м² · 3/5 этаж,https://krisha.kz/a/show/1003310225?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=50,17 999 990 〒,"Сарыарка р-н, Сейфуллина 26/1 — Помощь в оформлении ипотеки",17999990
krisha,2-комнатная квартира · 50.5 м² · 3/5 этаж,https://krisha.kz/a/show/1003071398?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=51,24 000 000 〒,"Алматы р-н, Сатпаева 8 — Кажимукана",24000000
krisha,1-комнатная квартира · 43.9 м² · 2/5 этаж,https://krisha.kz/a/show/1002598700?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=52,25 500 000 〒,"Алатауский р-н, Басаркобыз — Сайна Монке би",25500000
krisha,2-комнатная квартира · 51 м² · 3/3 этаж,https://krisha.kz/a/show/1002337379?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=53,23 500 000 〒,"Турксибский р-н, ул. Чехова — Сейфуллина Шолохова",23500000
krisha,3-комнатная квартира · 60 м² · 1/5 этаж,https://krisha.kz/a/show/1001668232?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=54,23 000 000 〒,"Турксибский р-н, мкр 16-й военный городок, Суюнбая 178/1 — Бекмаханова",23000000
krisha,2-комнатная квартира · 50.1 м² · 8/10 этаж,https://krisha.kz/a/show/1000988968?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=55,29 500 000 〒,"Нура р-н, Кайым Мухамедханов",29500000
krisha,2-комнатная квартира · 56.7 м² · 4/6 этаж,https://krisha.kz/a/show/1000934657?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=56,36 800 000 〒,"Наурызбайский р-н, Илтипат — Абая-Яссауи",36800000
krisha,3-комнатная квартира · 79.29 м²,https://krisha.kz/a/show/1004699046?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=57,от 35 284 050 〒,"Нура р-н, Улы Дала 14",35284050
krisha,3-комнатная квартира · 70.64 м²,https://krisha.kz/a/show/1004370272?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=58,от 63 293 440 〒,"Есильский р-н, ​Аль-Фараби 3/2",63293440
krisha,2-комнатная квартира · 75.83 м²,https://krisha.kz/a/show/1004370014?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=59,от 53 611 810 〒,"Есильский р-н, ​Аль-Фараби 3/2",53611810
krisha,5-комнатная квартира · 245.42 м²,https://krisha.kz/a/show/697969420?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=60,от 212 779 140 〒,Толеметова,212779140
krisha,5-комнатная квартира · 245.42 м²,https://krisha.kz/a/show/697969420?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=61,от 212 779 140 〒,Толеметова,212779140
krisha,4-комнатная квартира · 130.24 м²,https://krisha.kz/a/show/697969415?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=62,от 120 341 760 〒,Толеметова,120341760
krisha,1-комнатная квартира · 65.92 м²,https://krisha.kz/a/show/694723349?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=63,от 75 148 800 〒,"Бостандыкский р-н, Лебедева 1/1",75148800
krisha,2-комнатная квартира · 44 м² · 2/5 этаж,https://krisha.kz/a/show/1005697413?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=64,14 000 000 〒,Пушкина 6,14000000
krisha,1-комнатная квартира · 45.3 м² · 2/7 этаж,https://krisha.kz/a/show/1005484892?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=65,33 000 000 〒,"Алмалинский р-н, Абая — Гагарина",33000000
krisha,1-комнатная квартира · 33 м² · 1/3 этаж,https://krisha.kz/a/show/1003635376?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=66,22 000 000 〒,"Турксибский р-н, мкр Алтай-1 12",22000000
krisha,3-комнатная квартира · 83.7 м² · 9/10 этаж,https://krisha.kz/a/show/1005255384?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=67,76 000 000 〒,"Бостандыкский р-н, Жарокова 230 — Жарокова -Си Синхая",76000000
krisha,2-комнатная квартира · 67.3 м² · 10/10 этаж,https://krisha.kz/a/show/1002593047?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=68,34 900 000 〒,"Казыбек би р-н, мкр Новый Город, Микрорайон Байкена Ашимова 21",34900000
krisha,3-комнатная квартира · 64 м² · 2/5 этаж,https://krisha.kz/a/show/760256080?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=69,27 800 000 〒,"Казыбек би р-н, мкр Новый Город, Бухар жырау 77 — 45 квартл, Бухар-жырау проспект",27800000
krisha,2-комнатная квартира · 44 м² · 4/4 этаж,https://krisha.kz/a/show/1005024493?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=70,7 700 000 〒,проспект абая 37,7700000
krisha,3-комнатная квартира · 60 м² · 4/5 этаж,https://krisha.kz/a/show/1003899254?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=71,12 800 000 〒,Жеңіс 98,12800000
krisha,3-комнатная квартира · 103 м² · 9/24 этаж,https://krisha.kz/a/show/690186750?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=72,41 500 000 〒,"Алматы р-н, Момышулы 9 — Тауелсиздик",41500000
krisha,3-комнатная квартира · 86 м² · 2/5 этаж,https://krisha.kz/a/show/1002449354?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=73,24 000 000 〒,"Маметова 54,/3 — Напротив Роддома",24000000
krisha,2-комнатная квартира · 50 м² · 14/18 этаж,https://krisha.kz/a/show/1005451758?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=74,44 000 000 〒,"Алмалинский р-н, Райымбека",44000000
krisha,15-комнатная квартира · 223 м²,https://krisha.kz/a/show/1004020100?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=75,145 000 000 〒,"Бостандыкский р-н, мкр Нур Алатау, 13 34",145000000
krisha,4-комнатная квартира · 78.1 м² · 4/5 этаж,https://krisha.kz/a/show/1005090350?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=76,29 500 000 〒,"р-н Байконур, Кенесары 63",29500000
krisha,3-комнатная квартира · 60 м² · 12/12 этаж,https://krisha.kz/a/show/1005578359?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=77,70 000 000 〒,"Алмалинский р-н, Райымбека 174/2",70000000
krisha,3-комнатная квартира · 84 м² · 3/11 этаж,https://krisha.kz/a/show/1005382666?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=78,53 700 000 〒,"Нура р-н, Сыганак 32",53700000
krisha,3-комнатная квартира · 70 м² · 5/12 этаж,https://krisha.kz/a/show/685123944?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=79,21 200 000 〒,"Жаңа қала 36 1/3 — Обл Цон,",21200000
krisha,4-комнатная квартира · 100.4 м² · 13/17 этаж,https://krisha.kz/a/show/1005217217?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=80,58 000 000 〒,"Алматы р-н, А. Байтурсынова 32/1",58000000
krisha,3-комнатная квартира · 70 м² · 5/12 этаж,https://krisha.kz/a/show/685123944?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=81,21 200 000 〒,"Жаңа қала 36 1/3 — Обл Цон,",21200000
krisha,4-комнатная квартира · 100.4 м² · 13/17 этаж,https://krisha.kz/a/show/1005217217?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=82,58 000 000 〒,"Алматы р-н, А. Байтурсынова 32/1",58000000
krisha,1-комнатная квартира · 39 м² · 2/10 этаж,https://krisha.kz/a/show/1004945858?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=83,18 000 000 〒,"Алматы р-н, Толстого 17 — Мегастрой",18000000
krisha,2-комнатная квартира · 54 м² · 4/12 этаж,https://krisha.kz/a/show/1005528401?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=84,40 900 000 〒,"Алатауский р-н, Бауыржана Момышулы 5/2 — Монке би",40900000
krisha,3-комнатная квартира · 124.8 м² · 9/9 этаж,https://krisha.kz/a/show/1005155495?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=85,40 000 000 〒,28А мкр 23,40000000
krisha,2-комнатная квартира · 46.8 м² · 15/16 этаж,https://krisha.kz/a/show/1005504235?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=86,38 500 000 〒,"Есильский р-н, Турар Рыскулов 9 — Expo 2017, Mega Silk Way",38500000
krisha,1-комнатная квартира · 47 м² · 9/10 этаж,https://krisha.kz/a/show/1004490226?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=87,15 000 000 〒,Казыбек би 7/3,15000000
krisha,2-комнатная квартира · 56 м² · 4/5 этаж,https://krisha.kz/a/show/1004423139?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=88,15 000 000 〒,"8-й мкр 22 — На против Ботанического сада, рядом Рахат, садик, школа, базар.",15000000
krisha,3-комнатная квартира · 138.5 м² · 13/33 этаж,https://krisha.kz/a/show/1004848404?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=89,87 000 000 〒,"Сарайшык р-н, Кошкарбаева 2 — Блок С",87000000
krisha,2-комнатная квартира · 59.2 м² · 12/22 этаж,https://krisha.kz/a/show/1005757093?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=90,37 000 000 〒,"Нура р-н, Роза Багланова 2",37000000
krisha,2-комнатная квартира · 64 м² · 2/5 этаж,https://krisha.kz/a/show/1005271718?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=91,16 000 000 〒,проспект Сатпаева 151/2,16000000
krisha,1-комнатная квартира · 47 м² · 7/7 этаж,https://krisha.kz/a/show/1002121593?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=92,16 700 000 〒,11 клица 18,16700000
krisha,3-комнатная квартира · 67 м² · 4/9 этаж,https://krisha.kz/a/show/1005052817?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=93,25 000 000 〒,Утепбаева 52,25000000
krisha,3-комнатная квартира · 80 м² · 3/9 этаж,https://krisha.kz/a/show/1005647026?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=94,63 000 000 〒,"Медеуский р-н, мкр Думан-2, мкрн Думан-2 63",63000000
krisha,1-комнатная квартира · 32 м² · 1/5 этаж,https://krisha.kz/a/show/690016853?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=95,12 799 000 〒,"Туран р-н, Республика 41а",12799000
krisha,3-комнатная квартира · 77 м² · 1/9 этаж,https://krisha.kz/a/show/1004911985?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=96,38 500 000 〒,"Медеуский р-н, мкр Думан-2",38500000
krisha,2-комнатная квартира · 76.77 м² · 3/8 этаж,https://krisha.kz/a/show/1005157395?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=97,29 172 600 〒,Микрорайон Береке,29172600
krisha,1-комнатная квартира · 21.3 м² · 4/5 этаж,https://krisha.kz/a/show/1005664876?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=98,8 800 000 〒,Республики,8800000
krisha,2-комнатная квартира · 52 м² · 2/6 этаж,https://krisha.kz/a/show/1005690148?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=99,36 000 000 〒,Бауыржана Момышулы 11/14а,36000000
krisha,3-комнатная квартира · 65 м² · 4/4 этаж,https://krisha.kz/a/show/1004042255?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=100,26 000 000 〒,"Жетысуский р-н, Акпаева 59",26000000
krisha,3-комнатная квартира · 100 м² · 4/9 этаж,https://krisha.kz/a/show/762062733?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=101,50 000 000 〒,"Сарыарка р-н, Сейфуллина 9",50000000
krisha,2-комнатная квартира · 50 м² · 6/11 этаж,https://krisha.kz/a/show/762051891?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=102,23 000 000 〒,"Сарыарка р-н, Қосшығұлұлы 21",23000000
krisha,4-комнатная квартира · 121.05 м² · 3/8 этаж,https://krisha.kz/a/show/1002000281?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=103,45 999 000 〒,Микрорайон Береке 12 — 3949,45999000
krisha,2-комнатная квартира · 67 м² · 3/5 этаж,https://krisha.kz/a/show/760410519?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=104,37 500 000 〒,"Турксибский р-н, мкр Кайрат, Тараз 7",37500000
krisha,1-комнатная квартира · 35 м² · 5/9 этаж,https://krisha.kz/a/show/760166761?srchid=01999e66-6eb8-7f45-b32f-b316e69c91b7&srchtype=filter&srchpos=105,23 800 000 〒,"Наурызбайский р-н, мкр Шугыла, Райымбека — Жуалы",23800000
